"id","authorization_id","captured_amount_usd","is_partial","captured_at","late_capture_at"
"7710e4c3-323b-40a4-9d06-402fd861b145","aeda69c8-0456-44a3-b78a-0318a605c378",21.95,"false","2025-01-08 00:01:29 UTC",""
"73109e5e-7e4d-40d6-bfc7-40120d1a7a4a","26e63a39-f0c0-43d5-a182-f4b4c6fb0fcc",32.29,"false","2025-02-07 18:23:38 UTC",""
"a4b43e39-df5b-4513-8c5c-b1baec87fa02","d5e85838-2139-4287-9cfd-cd410802ae4f",58.79,"false","2025-01-21 18:26:21 UTC",""
"22d81d85-6295-4dc4-a6c4-9bd4f402161d","e52ec580-7b06-4ade-92f3-9805f40517bf",12.85,"false","2025-02-17 20:16:32 UTC",""
"8482ad4c-b585-4552-9200-bb9b7ad95f45","918b2a8a-1f0b-48c8-9bf2-63008bacc5bd",16.75,"false","2025-01-10 02:05:31 UTC",""
"2140a18a-b5a3-4474-8830-1c3771aa1a9f","63e79298-2d94-4bc1-b27a-51b1397d3d3a",41.88,"false","2025-01-16 18:43:41 UTC",""
"91d464d3-9b0d-443b-8a53-51eefd3effd0","4bc43ad8-9fda-4564-8336-95395d284f6d",44.37,"false","2025-01-12 02:45:18 UTC",""
"58c7906f-5158-416a-9724-621fc341dcd3","a04fe68c-0b9d-49e2-81d0-21022fd42705",29.94,"false","2025-02-10 22:28:37 UTC",""
"fe7cf126-4ddd-4fb0-921e-2adb3067de69","18b57557-4b6c-4615-814b-595f869659d2",32.3,"false","2025-01-19 07:59:09 UTC",""
"1d725dcd-72ca-4071-bce6-65d005c15ec0","f5a920e8-f30b-46fe-b566-68976541ae61",31.34,"false","2025-02-28 18:50:14 UTC",""
"c6cd25f1-4e8e-406c-b580-6b51177156b8","1f0b8269-8444-43bc-b882-b02dbd132ead",32.73,"false","2025-02-13 15:30:59 UTC",""
"28cfe0b8-fe96-4b3d-b5bc-dd6fd1813e2a","61f5457b-925d-4434-9880-407d5eb5e972",24.86,"false","2025-01-17 14:59:04 UTC",""
"12767520-65d8-46c9-8868-c5839a33360b","5bf9a9d0-f4c8-4986-97d7-3393fe9a1b58",24.31,"false","2025-01-06 10:21:23 UTC",""
"dea5139e-6c1a-4c90-97fb-2d35172d3c70","b1950876-4cb5-4b6d-8804-a317d2d434c3",5.32,"false","2025-02-05 16:55:56 UTC",""
"375ae18e-b260-41c3-9219-a3262b86117b","201533e5-c1dc-4afd-ad16-4fbf1d6715ca",22.51,"false","2025-02-07 05:41:06 UTC",""
"7fcf0e98-e191-486d-92fc-bf583a5870f6","461bd867-5dad-47e7-874b-6028271f0581",16.38,"false","2025-02-19 21:35:10 UTC",""
"ef50c3c7-f754-41bb-ba25-fc2c26580ddc","ad0c6953-c909-4407-b7bb-393d65cebc39",45.68,"false","2025-02-21 22:22:27 UTC",""
"ced26e21-dbb2-4102-9819-1aa3995acfd8","36fa9f02-f14c-47d9-9660-a2524a525ddb",53.01,"false","2025-02-03 13:15:37 UTC",""
"cb294801-4231-4ca2-8743-131a5f966c60","e982237c-1a77-44d0-a8c0-28abcc25ce36",31.47,"false","2025-02-03 09:12:09 UTC",""
"8b463ed9-9d9e-4543-a200-59a8286b8692","fb95cf20-c355-41c4-93b2-aaf81288231b",43.5,"false","2025-01-08 08:31:56 UTC",""
"9446af70-ad8f-42d9-a47b-4a8c48523396","65b69851-a558-4b41-881e-ba24b2753910",59.57,"false","2025-01-06 07:54:20 UTC",""
"3a839d4f-243a-4d5c-993b-9361b5a4ccf7","ebca1fc7-648b-48b2-89f5-c0725c26ad70",41.38,"false","2025-01-13 19:11:06 UTC",""
"45d79b10-c421-41cf-ba4e-afe76db5d179","a0d08e96-418e-448a-ac70-c84d9a2f6185",52.61,"false","2025-02-11 15:46:37 UTC",""
"d62e79d8-4021-458b-8318-7d31516daa82","ffde815f-af8f-4e2e-876f-b7599dffc06a",1.32,"false","2025-02-04 14:57:02 UTC",""
"974cd1d4-2509-4a2e-8388-5d13841390d1","ab6d26b9-5e54-42c7-85e6-023ca9799880",25.38,"false","2025-02-09 10:04:00 UTC",""
"c82c9fc6-7a71-4240-b21a-8b8828e06ae7","cf550a07-395a-46a3-ab11-e56237ff5cd9",24.63,"false","2025-01-11 03:46:29 UTC",""
"3052674f-236e-4081-9a2b-c5a788a3abcc","2efed806-16b5-42c6-892b-cc062ecbd761",1.63,"false","2025-02-22 06:25:35 UTC",""
"901ff918-dc4f-416e-bf8e-8346c10dc199","1bb484f9-0648-4bfa-9692-54101510a7d5",21.54,"false","2025-01-19 20:27:13 UTC",""
"cf47c4e1-8c5f-4740-8f60-e660a6c213d5","b5d72145-c1f1-4c33-918a-e34268f0372c",4.99,"false","2025-02-25 01:05:35 UTC",""
"47ff0ec6-b3be-406b-a04e-cd35b0d57e95","aabc4cf3-514b-42ee-8861-0cc1218f7091",16.88,"false","2025-01-23 07:58:48 UTC",""
"930aa055-8467-47d3-b39a-a5ff835c685e","7554c070-2ba0-43b1-bda1-70bffad86487",22.9,"false","2025-02-18 19:45:05 UTC",""
"186a7e70-06c8-4e83-a74f-4cb09cb6b2f7","74f3cf7e-df27-4f1d-a988-87076d8dea9a",24.23,"false","2025-02-04 01:15:34 UTC",""
"8c1ed7de-9138-4734-9424-2c304cd63a7b","a50c5027-5078-4d13-8c9e-7f6906766532",30.43,"false","2025-02-09 12:34:07 UTC",""
"d7de0499-aa83-4ac2-ac5f-df6a01f13174","c9c45c2c-da3a-463a-82f1-885ec4ed5f24",28.91,"false","2025-01-13 05:19:25 UTC",""
"ed89262b-9d02-49cb-b731-c02dad984272","2f413a19-3771-460c-a017-1091e557a002",11.3,"false","2025-01-13 21:03:01 UTC",""
"4e66d17f-1d3a-4fbb-97c6-21cb71d1a76f","77d80bc5-6524-4ad0-8a7f-1edee773c5b9",10.56,"false","2025-02-09 20:57:39 UTC",""
"b73c23a7-cd6b-4af6-96df-c782abaf2d15","e90545bf-f1dc-4e89-884e-0126a81a8139",40.06,"false","2025-01-02 04:34:36 UTC",""
"a97e8274-825c-435b-a29f-90e19cb81c91","19c43818-9a98-4ef8-befe-defa88fb2c58",8.75,"false","2025-01-16 10:26:43 UTC",""
"976d27e9-845f-4582-956f-a86ec2b7af85","1cf18941-3645-44b7-bd56-89a1fdb71925",10.19,"false","2025-01-20 13:19:13 UTC",""
"94431733-05ac-4e5c-9379-15b4591ea97e","c2d8d48c-0021-4e62-88b0-407d81203e50",12.13,"false","2025-02-20 00:20:25 UTC",""
"02b95fe4-38d4-4281-b32b-2486c790967a","8003ee79-7a0d-4f22-a230-e612ae8d3286",43.2,"false","2025-01-07 10:17:41 UTC",""
"826ef8c7-aaf9-4f10-90f7-cb0c85d54aa8","1967ee72-bd09-4bcb-9e1e-072d2d316bbc",28.74,"false","2025-02-19 14:18:53 UTC",""
"5b1b67fd-2251-4ad3-b6df-9c7c75522810","8d49d16c-4a65-4c16-a997-333091bc8fed",22.27,"false","2025-01-31 23:15:36 UTC",""
"8e1532fc-f54f-4b7a-8d04-a638ffc87b3b","2b5c66aa-161f-452c-8b8d-8057e437c3c6",10.3,"false","2025-01-10 13:39:39 UTC",""
"66346ca8-c03d-4a1f-986e-bddb99c23a10","020ab1b9-d0cb-490d-8154-c2cf444cd173",12.38,"false","2025-02-18 12:41:55 UTC",""
"9770e1c7-ab52-46f9-88fe-e0678f7e85fe","32cf1045-cdc8-467d-b781-8b107fce77ca",10.46,"false","2025-02-25 21:54:03 UTC",""
"a2883994-119b-4771-86aa-45e61cbc50f4","2b2cdcba-9fc1-42e6-be45-38f09e871162",16.1,"false","2025-02-01 19:15:46 UTC",""
"4011a0a6-9d3d-46c1-8d6f-1ceaca16f18e","7fa737fe-5209-4e80-baee-51d646c327ab",5.15,"false","2025-02-09 09:50:24 UTC",""
"4858fea4-8301-4f94-92fb-f6b8dff7d34c","8a5de075-0bbb-4987-8c48-83439b02f216",22.12,"false","2025-01-27 03:56:30 UTC",""
"c5a84f82-8e3e-40dc-a7eb-72b04dbed9f5","0ff64fd5-e495-4abc-8b82-4eebd7c5e142",20.08,"false","2025-02-24 13:32:39 UTC",""
"f5084d4a-2e82-4c1c-8871-26656d834edb","77dbe75c-2075-42f7-9735-5c8ddf2a4a85",59.08,"false","2025-02-26 11:09:05 UTC",""
"0ad26cd5-9f4a-4fe5-a9cf-7a468068512a","7366faf3-8224-4210-835e-749ceb108d5d",42.47,"false","2025-02-20 17:41:31 UTC",""
"41a0ddf4-c4a7-49f2-bb20-1bdbc2ccd068","751122e7-f9ea-45ad-88d4-cc33a2996275",55.79,"false","2025-01-15 23:53:38 UTC",""
"b4afa176-9c9d-47d4-9e42-dfe27483521a","e291cfa3-81fd-4c9b-b47a-461f016f7c3f",8.8,"false","2025-01-28 10:41:15 UTC",""
"e25a7981-6826-4b2b-959e-90cf7efb48ba","caa5451a-d4dc-45a0-8290-94d17c339c05",15.53,"false","2025-01-13 20:26:18 UTC",""
"d2a5938b-c1a7-427d-8578-50007d848782","34332724-80b8-409a-a1ad-b5744858bc6a",26.99,"false","2025-02-22 16:06:16 UTC",""
"4a44b118-2717-46d0-9df5-f9f8e67886bb","6ebce975-744e-4081-8333-ef0c797ea52d",44.66,"false","2025-01-31 00:50:43 UTC",""
"4dc0bc66-57a7-42d5-9afe-da234a377f00","41aee2b8-0611-4dcc-b71e-601217da123c",23.93,"false","2025-01-04 16:57:26 UTC",""
"e2428299-9af9-4d9e-a244-848063de0e6d","4d4e3c86-d969-4df1-ad91-9f4c68efa07c",58.04,"false","2025-01-06 06:55:48 UTC",""
"4b075f9c-e532-4ff0-98ea-4af74fbf6920","0fa23d04-35e2-4e0c-9a37-78d2afdc2130",8.77,"false","2025-02-28 22:04:56 UTC",""
"dfddf8a4-49da-403d-89e4-1a0406433514","9332e020-d310-4b1b-8df9-b1c0d1b186c2",56.09,"false","2025-01-27 15:02:21 UTC",""
"692a0b39-c294-484a-a058-32740944cc56","80a309ea-c66e-4a6e-9cd4-9f398f6bbdf0",52.14,"false","2025-02-25 22:28:39 UTC",""
"a003e516-52f8-4e3e-9db9-cf395ecdf1a4","12eee332-616a-453b-88b5-c52d91324c81",24.34,"false","2025-01-03 09:04:00 UTC",""
"0917ea42-6876-460c-a186-fd442b1b3fb4","d9de3ba3-eec4-438e-a619-0c9d4c110077",42.73,"false","2025-01-29 23:06:02 UTC",""
"c99c3478-dab8-4ae0-b69d-d50211e99460","2f424f0e-4631-40f0-9145-1dabdea338da",7.94,"false","2025-01-29 10:38:59 UTC",""
"3b1bdd26-a98c-4dde-a1de-5bf534f2e0fc","f737fd0b-0c9f-4bce-876c-69dcc4a73f78",17.41,"false","2025-01-01 08:56:27 UTC",""
"9bab9621-e4bd-445f-89d6-566fab01e9e4","aa8a96d1-9fe0-4e81-b1ab-c9a62d3a980f",20.42,"false","2025-01-31 04:58:50 UTC",""
"03cebef0-76e2-45d9-b201-fee4c245c47b","6aaf5f2e-4e34-4e8c-8a36-4c5106354874",37.24,"false","2025-02-06 22:43:30 UTC",""
"f8801bf7-baec-4538-b37b-43b5bc5eb260","a27f6760-50a2-429c-aec6-cfa83fdefb9e",21.63,"false","2025-01-27 15:11:15 UTC",""
"a30bf2c2-4f6e-48c3-9829-744c605f04c6","090aa661-b3aa-46c0-bc0c-ea2baaa95871",55.41,"false","2025-01-12 07:04:49 UTC",""
"b71054e4-a5c0-4798-b91e-ea21f450d503","a264a909-8091-4153-8d55-a6bfbdace475",35.07,"false","2025-01-21 20:16:00 UTC",""
"3d6012dd-8471-4df5-8a6d-4250d9f30a36","df59b302-8258-415e-8c46-44332d836a30",25.42,"false","2025-02-15 11:28:37 UTC",""
"4abc8b03-2c4f-4c55-843f-b39d63bfe501","7f84a155-65b4-4778-bf66-af36080dd3df",40.93,"false","2025-01-20 12:00:46 UTC",""
"382f254d-ae16-455d-8afa-8a427c447889","30525732-d238-45fe-a14f-93c3f79af0de",45.75,"false","2025-02-12 11:32:11 UTC",""
"40683a05-464c-4798-a6e4-796da5e8bae2","cef4f867-f6f5-43e4-8bd7-97e946480f57",34.87,"false","2025-01-21 09:59:24 UTC",""
"64bfdbf9-f9d5-45f5-80ec-0ab7a69020d3","94d11ec6-21bf-4ba8-97bf-f7230b753aae",6.48,"false","2025-03-01 17:00:27 UTC",""
"9c61a8c9-fbfc-4258-96ef-b782054c2f24","3c2568cd-e2ce-42ed-bccb-73104e11ed39",4.86,"false","2025-02-26 11:51:17 UTC",""
"9302a37b-072d-432c-a3d8-df1d593b456d","38d1668a-07e4-478e-be3a-05186f9f9055",25.39,"false","2025-02-04 16:51:02 UTC",""
"a9eae65b-bbf2-4c19-827f-3f67cc4e946b","be554edf-6403-498d-b307-6cd12acd6e1e",39.99,"false","2025-01-09 21:13:55 UTC",""
"602d37d6-ee00-4c6a-b544-66ced4b4e59b","97b176f6-c1b5-498a-80ca-65cf1c4c4d8b",33.16,"false","2025-02-15 13:56:30 UTC",""
"240d0181-95f6-4ee4-b29e-70e1300152f0","2f861b61-ef27-49f2-ba98-f10cd0397cf6",53.72,"false","2025-01-09 03:09:00 UTC",""
"f60fd45a-716e-4a06-9e0e-622d44f22220","2400de96-3c05-42c5-af90-55cc9a7dfee9",29.51,"false","2025-02-06 13:23:10 UTC",""
"f9e83e0c-9740-41d5-8660-e4c774ff54d8","315300db-296a-464b-bc3a-614ccbe1f2f8",15.87,"false","2025-01-09 18:28:31 UTC",""
"4cea3046-77d1-4ef1-9cf4-9ecfb02a35d5","fa851d68-de38-4b99-a3da-3cf708283348",36.14,"false","2025-01-22 03:08:53 UTC",""
"d79c3739-6e83-45b6-8d45-e34205c49a0b","83328af4-ef07-472f-935f-588ca609a699",56.95,"false","2025-01-26 17:25:44 UTC",""
"809e249a-7dc4-4f10-ba97-aaa97c5d2750","55e9d9df-e5f5-419a-bdaf-07186ad3c906",57.41,"false","2025-02-28 19:24:45 UTC",""
"6d85f3e6-5821-4b65-b2ed-de7352ec8fbc","e3d0b31e-389e-44a5-9f32-4de4551300d5",38.65,"false","2025-02-12 07:54:57 UTC",""
"e91283e8-de8d-4f49-964b-4a538fe5c2d8","6a6dffb9-11bb-4a10-b018-f1cbbaf7f7ed",30.01,"false","2025-01-17 09:42:36 UTC",""
"188505eb-62f1-4272-bba5-04fe607a9287","ff2056cd-0450-4393-b0ad-6220d9c69526",1.2,"false","2025-02-24 02:38:57 UTC",""
"5740e346-73d0-46de-b1a3-80b115d8a28e","0eb2102a-3042-4eea-a467-ac58d215fd24",3.32,"false","2025-02-11 07:24:20 UTC",""
"87b3885e-bfa4-4f3e-8bd1-e24ed24d70ba","274a253d-ff16-4c73-ab88-248c1325d3c1",38.96,"false","2025-02-01 14:18:12 UTC",""
"07f40b39-b5c9-4f67-b7fa-ff7b2f36f4bb","599c34b4-6787-4a2f-8c89-b7078dcc3a1c",44.39,"false","2025-01-10 21:10:51 UTC",""
"4fdd420c-af78-408a-9e57-d91da86e225e","6cba5c85-a502-48c5-803a-80208070705d",30.33,"false","2025-02-23 21:34:48 UTC",""
"8ca4d408-133a-453c-8583-dd6f85edfce6","76640cb4-df42-4296-8ca9-e5b6de3851f7",24.74,"true","2025-01-08 09:59:42 UTC",""
"91c59923-9bb1-4f00-9a16-c7dc58db47ad","f6fe16ff-69ee-4534-84cc-f8e56300a0b5",33.9,"false","2025-02-10 11:01:32 UTC",""
"2aa61796-e333-4b31-a710-1fb6efddf9c0","4091de2b-dfc3-4e12-b014-16dbb44373aa",10.43,"false","2025-02-13 17:19:05 UTC",""
"8ae2f3f5-6bf2-4e2d-b113-0b99883daf4a","96f1506d-4a31-4acc-a3f8-501ff6455d9d",35.21,"false","2025-02-27 08:37:47 UTC",""
"0d3ebb3a-9282-4c91-8d44-728443a524eb","ca19b2aa-569d-458c-861f-c8975da7eae1",56.83,"false","2025-02-07 08:07:32 UTC",""
"a7b550fd-8194-486e-aa5a-ae4635170439","e4afb047-9a0c-4c0d-a095-69ec8ebdc59a",4.21,"false","2025-02-27 09:45:11 UTC",""
"38dab745-39e1-4662-af81-fd7c1ad20b52","9ff5f3f7-4b64-4531-bcb5-7a51e915c823",50.26,"false","2025-01-05 00:53:23 UTC",""
"56593e89-74f6-4bd0-9a69-3d9d14700545","245c6375-d8b6-4c6e-92e5-ff36ddeed157",17.78,"false","2025-01-19 01:48:48 UTC",""
"486df7bd-dfdf-4cf9-88a5-7378e1eea56b","31cefac1-d0f5-4eaf-bebc-2abad794c796",58.56,"false","2025-01-10 00:17:34 UTC",""
"cd03b867-29ab-494b-ae7d-ac0b0f5af759","7432df36-d95b-4624-ab96-310cbea6ab6e",50.61,"false","2025-01-20 00:55:40 UTC",""
"f4527753-6122-4e10-af96-fae2326546ec","dd73c782-81e5-4dea-b20b-0fe34501b626",13.26,"false","2025-01-09 21:25:42 UTC",""
"31f20d70-6bf4-46c8-89f0-8bd7690a6a10","39a5ae7a-cd10-492e-af61-506735886ebd",40.29,"false","2025-02-23 23:16:46 UTC",""
"739a991b-097b-4ac1-a80d-a9b277a9c424","a6eb35f8-3d99-4de1-9eb7-5c403355d69d",31.24,"false","2025-02-10 17:26:00 UTC",""
"b82abe73-6e9e-4f3e-871c-389e332eb90c","530ab786-78cd-4dd9-a8fd-fbaa5570e5bc",46.12,"false","2025-01-05 18:44:54 UTC",""
"5abc8b58-e147-44d3-9c4f-67a68854e6f0","4e185efe-965d-4fc4-9d92-6eba42126e01",10.12,"false","2025-01-22 05:57:28 UTC",""
"612fb8e4-2499-4ec5-8143-7db24f5cacb8","97b32e9f-7389-40c2-993e-c35517c1e382",9.2,"false","2025-01-23 11:25:53 UTC",""
"15f605b0-2dff-42de-9456-67289a6da2f8","29b34fa4-3fc8-485a-8b38-2110be6ce199",45.68,"false","2025-02-14 04:05:42 UTC",""
"3cdd5768-3bee-4f21-bea9-2c92124052b0","df5161a5-0083-4d06-8797-7cd406bf2249",47.07,"false","2025-01-23 05:52:26 UTC",""
"fb21dd04-7279-416e-b677-d3c7d5de1761","be30e155-d403-4ea3-bfad-9380a57c98e8",11.92,"false","2025-01-31 13:22:53 UTC",""
"6988ccb5-5259-43b7-a43c-3bdeaee98fa6","cffe92c5-25fd-439c-b92c-005d6ebde4b7",30.13,"false","2025-02-16 01:36:50 UTC",""
"f411005c-f83a-40fb-a0fc-c7a6e36dd034","e48d5b7e-8476-48df-ba3f-57aa8c6ac674",36.1,"false","2025-01-24 07:21:45 UTC",""
"73d59c94-ff1b-4ba2-afcd-ae1ebc5809bd","acfb8bfc-255d-4174-a583-67a52ece2d4a",40.06,"false","2025-02-01 17:04:28 UTC",""
"64168a8b-58f8-45b6-9e4d-d7beba16550c","b68fc396-5b53-451a-be6d-5eaa45a9cc16",40.83,"false","2025-01-20 14:14:49 UTC",""
"80a7048e-d8e2-4746-817f-92879daa8653","308f1992-0f87-49d7-bf86-33219919da11",25.3,"false","2025-01-07 15:40:52 UTC",""
"b6078ba3-0dcc-4c67-81c0-0d5a7a5a9666","53f95c59-4b8d-4690-8b21-fdf337c949f3",28.71,"false","2025-02-02 15:25:51 UTC",""
"5f71cd5b-aed8-4556-9c2c-1394225f65af","5fd8253c-c4f2-44b3-b6df-a8be2a3ac915",13.63,"false","2025-01-13 18:11:21 UTC",""
"58d59113-5d3a-44cf-ba09-24052bc4dc4a","8be88c25-5b4e-44f5-8da6-92f5766441bc",49.6,"false","2025-01-28 07:38:30 UTC",""
"b13f62b2-d77b-4365-998c-dccab7cd7fc7","04291239-f83b-408c-b8f5-b86095a031ce",56.29,"false","2025-02-01 07:52:38 UTC",""
"a6643117-af04-4aec-a11d-69591d8a98c2","c7aa4946-f783-4f79-9dd0-8a97a5eeeb74",49.6,"false","2025-02-10 07:34:14 UTC",""
"f4abef6a-29e4-48d5-afa0-2081559932b4","d0370774-7980-49a2-b8fb-3e634d83e858",2.72,"false","2025-01-13 05:49:13 UTC",""
"d0bb2462-7021-41e7-9e9d-59ebe3478ad1","70d7c6f3-6044-4f31-a616-ff2e3c8b4c50",14.93,"false","2025-02-12 03:27:15 UTC",""
"cded4e69-33eb-4359-8860-63388fe69616","d75cdd16-6cb8-446a-9857-96890662a3b9",7.3,"false","2025-03-01 15:28:31 UTC",""
"be99e66b-7244-4b00-a3cc-fe4ce76db2bc","be4150c0-ab56-4a07-bee5-6db855976f1e",23.7,"false","2025-02-28 08:47:37 UTC",""
"afb83087-52a7-4377-a15a-432490b31407","e52da1ea-fc0c-4ec3-9049-909cd82f134d",49.64,"false","2025-03-01 12:14:25 UTC",""
"fa9e7fca-27f6-4342-b794-3e903232fcaa","6c1ffa8e-b762-4b15-bdee-19e783be2c30",5.85,"false","2025-02-10 11:09:46 UTC",""
"26ad9512-6ffc-447c-aa03-a665417240ff","bf089dd6-1960-4ea4-8506-d1613efbd74f",12.24,"false","2025-01-08 08:12:53 UTC",""
"3df35a01-a7ed-4ddc-a718-c78bdd207f3b","1947a198-7f1d-41b9-8eb4-d8bed33203ea",41.37,"false","2025-01-29 09:11:58 UTC",""
"99e5d9ff-9aef-491d-a4e6-df53daf96f64","71b831a1-152a-4430-a624-c88f6f98f57f",42.86,"false","2025-02-28 12:59:47 UTC",""
"b0a90256-8bb1-4db0-a0cb-b7d23eff10b3","c8ab6e14-8d23-410a-831d-7fa135ae4855",7.89,"false","2025-02-03 15:50:15 UTC",""
"c290098e-6bee-4c72-9ac8-2b8902eaacd7","0cc46485-adb9-4efe-b486-e72c33e1661c",52.15,"false","2025-02-01 16:49:57 UTC",""
"c1d3c7f5-1190-4700-9a52-c79b3f32cc84","0d0cf522-0529-40f7-9dd5-8735463893b2",41.2,"false","2025-02-26 12:02:33 UTC",""
"a61e1feb-1722-4558-b4c6-760684212adf","70c99760-dcf1-42c1-a61a-b2179180e56b",48.09,"false","2025-02-21 23:32:57 UTC",""
"e01025da-d75a-4900-84b6-61620b6db836","4bf00bd4-45aa-4340-b243-742adcbf247f",48.57,"false","2025-01-08 10:59:25 UTC",""
"7c2084a0-6460-4946-87d6-b46fef82c677","e098e2c7-bf4c-4be9-b122-d8282886b9b9",50.65,"false","2025-01-20 05:28:58 UTC",""
"b326d26d-e239-43e8-98e1-a83155f07ca6","8e706fa1-7e13-4d38-b3cd-1d94c6394d69",47.38,"false","2025-01-02 04:12:05 UTC",""
"4229ba0f-ecb5-4a2c-8973-ce2e996eb486","052c35c7-3086-44f9-b13e-8b17a7ede505",2.06,"false","2025-01-17 03:59:01 UTC",""
