"id","user_id","bin_range_id","last_four","network_token","card_type","status","created_at","expires_at"
"a827ba61-edb9-4c09-93ac-26a6fda3e640","59578f15-d48c-4337-ac9c-82140a9195a2","67b88291-7575-495e-bc39-2f2d02ce5215","6107","f1be6fb4-7149-4f32-b1f8-03c9a66c3f95","debit","active","2024-07-08 18:19:55 UTC","2028-07-07 18:19:55 UTC"
"8e3e644e-d7c4-4813-902b-5de09719728b","9f47f101-d93b-4807-941f-704da3891aba","53a4c2b8-92cf-4801-9947-24d631137907","5061","f170abdb-7547-47ae-9a74-d20bf3942559","credit","active","2023-04-05 23:40:54 UTC","2027-04-04 23:40:54 UTC"
"e1b4dc8c-90c7-4e4b-9a0b-266d5759ea72","fb7cffb9-3ce3-44fd-86ef-ad7cb0c84695","041bd7c6-b3d5-412f-96b2-1212185f6b28","4608","bdac8728-c0d5-41f4-8363-9b9e357f0718","debit","active","2024-04-03 01:19:07 UTC","2028-04-02 01:19:07 UTC"
"d6a99cba-e2d1-4af6-b61f-c6af04e57e96","1bafb5c4-b260-4177-b532-45031c2040d3","5f31214b-1c97-4a1e-893e-bb1b66aab790","6413","f8f8e90a-3b7b-49d9-bea1-0c72ff86d803","debit","active","2023-01-26 09:34:47 UTC","2027-01-25 09:34:47 UTC"
"619404ab-736e-4b2c-aa40-203cc3cafda7","41e6c202-eb8e-4834-859f-d2945d680cc4","619d8606-81f9-46c8-ba43-112364b11471","9834","d0d28c43-ba11-4a4b-bbaf-a20975bf44c6","credit","active","2023-06-17 09:39:48 UTC","2027-06-16 09:39:48 UTC"
"c5660aae-0fa1-4d5a-97a5-ef66b2d6b83f","15b99686-2a49-4786-ad8e-085ae6e6f68f","422a8825-31cf-4665-ba12-5951a1d6865d","7669","e50df969-6d30-48c8-8d17-893529ea3eb6","credit","active","2024-01-04 08:51:16 UTC","2028-01-03 08:51:16 UTC"
"1b4537ac-90cf-4bc4-8145-35e32bda33e6","9be45bd4-bd4f-4381-a782-9daffaa90627","922d70c4-cf74-4a0d-84ce-43b02ef51fac","7735","2aed9912-661f-4c38-b52e-b742746474ca","credit","active","2023-11-27 00:04:40 UTC","2027-11-26 00:04:40 UTC"
"0a11d177-71c8-4d42-9f0e-1c04289d6301","0c8dec30-f48f-4327-9289-6c9a5835a798","5f31214b-1c97-4a1e-893e-bb1b66aab790","6559","c6d8884a-76c4-43bf-b703-e612c3470483","debit","active","2023-11-10 17:24:16 UTC","2027-11-09 17:24:16 UTC"
"a04996d8-eea8-45e5-b2ed-2ed95827eb0a","551779aa-4762-473e-aa3e-ad2b00f68cc9","5f31214b-1c97-4a1e-893e-bb1b66aab790","9786","f36937de-b104-4317-a7e1-4306c1d42079","debit","active","2023-05-29 17:45:03 UTC","2027-05-28 17:45:03 UTC"
"5f496738-9aae-4c1e-9850-50996cd1e399","ac1dd193-967d-470a-9a77-5e81bcb4c7ec","67b88291-7575-495e-bc39-2f2d02ce5215","5092","5a4357e9-ba1b-4c4a-a511-48f6f5b7add1","debit","active","2023-12-27 08:00:44 UTC","2027-12-26 08:00:44 UTC"
"a991e37d-ef56-426c-ba8a-ab32aeca4daa","8aa64497-fbdc-4efc-a45a-1ad2f76c41a9","922d70c4-cf74-4a0d-84ce-43b02ef51fac","9856","a31592fa-d66a-4900-bade-8973be796d59","credit","active","2023-02-10 07:02:05 UTC","2027-02-09 07:02:05 UTC"
"4cb4b757-98a9-466a-b243-f2eb5f2ba301","6c93a5f2-c099-45cd-b751-6cf2c40e09bd","5f31214b-1c97-4a1e-893e-bb1b66aab790","8956","f2ccdb6a-ab54-4d59-ad2a-90328d51a55d","debit","active","2023-11-13 16:06:25 UTC","2027-11-12 16:06:25 UTC"
"1fb596b0-e66c-48d4-8a31-e676c49c5436","85e6d3d7-35b3-412d-b7a6-be9ef8667972","67b88291-7575-495e-bc39-2f2d02ce5215","1035","6b697c09-cc12-434a-a1e0-216dcb644990","debit","blocked","2023-10-23 08:34:15 UTC","2027-10-22 08:34:15 UTC"
"8c30f922-a07c-4eb7-b337-54c19cb03e68","0f8350e5-25c8-443d-a6ac-5d84f501ef90","53a4c2b8-92cf-4801-9947-24d631137907","8973","4d66d994-a858-474b-8704-1c08dff1fd53","credit","active","2023-11-26 13:25:51 UTC","2027-11-25 13:25:51 UTC"
"1cc7c658-505a-462a-b115-570fada0e21d","7af58b4c-65db-4dc1-832a-203cc41b3aad","041bd7c6-b3d5-412f-96b2-1212185f6b28","9883","3506b3b9-6df0-47f4-a4af-2d4963bbf054","debit","active","2024-03-26 20:42:11 UTC","2028-03-25 20:42:11 UTC"
"fcd8f2a6-6376-44b9-84c1-cdf7af16679d","e59b9f56-b4eb-48ab-8551-2eaa6a123fb6","041bd7c6-b3d5-412f-96b2-1212185f6b28","8811","c271ea57-f550-494f-b66a-e840c6b7d181","debit","active","2024-03-30 17:51:34 UTC","2028-03-29 17:51:34 UTC"
"dd86a0b2-8e5d-4749-b868-b39348659d1f","4626f539-5e74-499c-b6eb-46aa2fb5cb30","900e6201-a073-4c44-a9ac-981fa2a60f50","2312","d4e7ba40-d09a-4f1e-84d0-117d567d157f","debit","active","2024-01-31 10:36:33 UTC","2028-01-30 10:36:33 UTC"
"6553d088-2b95-4424-ba3e-169c808d764a","62b47ca9-0be1-429a-9db0-e626f47aa825","5f31214b-1c97-4a1e-893e-bb1b66aab790","2964","af700507-93fa-4495-870a-dadd16d094ef","debit","inactive","2023-11-11 14:55:18 UTC","2027-11-10 14:55:18 UTC"
"8b87e0e5-cc1f-42cc-b2a8-11d2f16b2d15","6e600fbd-f8b3-447f-9e96-edb9e4fa1b43","900e6201-a073-4c44-a9ac-981fa2a60f50","2343","73fdac6f-f822-490d-8333-37ecce722841","debit","active","2024-04-27 02:06:29 UTC","2028-04-26 02:06:29 UTC"
"ee2e4c2c-05b3-4f3f-a559-30d706671613","37938de2-5e99-42f0-b985-503515386b90","47722120-8a5f-4117-ae47-3e451783a5f4","6147","c8f1971f-6251-46c1-8965-dfd3228a8961","credit","active","2023-06-09 15:40:02 UTC","2027-06-08 15:40:02 UTC"
"12192605-71e8-436a-b14b-98502257af56","43e9a43c-f891-48d2-b19d-9567601c653e","67b88291-7575-495e-bc39-2f2d02ce5215","6180","05759fb3-57db-4e03-b5bf-be2bdc9ec61a","debit","inactive","2023-12-23 03:17:01 UTC","2027-12-22 03:17:01 UTC"
"3aec330c-ec2f-4948-8918-731b304188f6","1b1fddd5-eec8-4045-8bed-832ac30d3acf","5f31214b-1c97-4a1e-893e-bb1b66aab790","2638","216ed7ac-4f3b-4750-bf64-59b57d3a2f8b","debit","active","2024-04-28 11:14:51 UTC","2028-04-27 11:14:51 UTC"
"b1aa7866-213a-4be4-9ef9-43c671cc4540","6123ba9f-a257-4bfd-a471-5411cdd59681","619d8606-81f9-46c8-ba43-112364b11471","2127","d3dbeb2e-7e3d-4fe0-b6f2-d22a2e0fcf1f","credit","active","2023-09-30 01:59:46 UTC","2027-09-29 01:59:46 UTC"
"3ae345f2-ee83-4eaa-b26b-fa22641dd25a","2a4d93b6-160b-446f-a068-f15956232222","53a4c2b8-92cf-4801-9947-24d631137907","9900","a26004a1-451a-4e48-96f7-a3b51bdd1f88","credit","active","2023-12-08 08:21:08 UTC","2027-12-07 08:21:08 UTC"
"e20241eb-67ae-45a1-9f87-aefb4d586607","1d72fec9-e429-436e-b7fd-41555ad0d807","7a85a159-e5bc-4541-9326-945458514e5a","2697","a04ba0f2-69d9-40d3-b29a-61c89c96b4d7","debit","inactive","2024-05-31 06:27:43 UTC","2028-05-30 06:27:43 UTC"
"a45f2613-929e-476d-be9f-78161ec99020","ac2a909e-876f-4eda-96cb-5e8eae4c9cfd","619d8606-81f9-46c8-ba43-112364b11471","3546","971cad7e-b7fb-444c-8056-e88c235ad984","credit","active","2023-03-26 03:17:42 UTC","2027-03-25 03:17:42 UTC"
"88460816-65a9-4872-be21-cffebcde260a","866cf0ce-00e9-45fe-bf11-72c80742ca8e","7a85a159-e5bc-4541-9326-945458514e5a","5325","a318ed72-8e88-4f8a-8f9e-0c50ca227fb3","debit","active","2023-06-09 03:19:44 UTC","2027-06-08 03:19:44 UTC"
"9d45a091-b938-4544-95a0-cfe7da251d2d","327d66d2-4ef2-4e9a-9d8a-da23de868eaa","041bd7c6-b3d5-412f-96b2-1212185f6b28","7939","3158e98a-8f0a-44bf-be6b-6be49146c0d8","debit","active","2024-05-08 15:55:08 UTC","2028-05-07 15:55:08 UTC"
"d259e426-ea65-47ad-8918-dd93eeb17bf2","792bd8db-6639-4f71-b180-3a5ec72dc019","5f31214b-1c97-4a1e-893e-bb1b66aab790","3143","8269a458-ac1f-4d81-ba3c-8ac6c0bc8601","debit","active","2024-08-22 22:42:15 UTC","2028-08-21 22:42:15 UTC"
"027abd64-6e35-4f9f-987d-578fada1cd37","b4b83a91-b289-47c4-8589-d3f357509f07","041bd7c6-b3d5-412f-96b2-1212185f6b28","8007","ab248a3a-20de-4695-b52a-334c71fcaa73","debit","active","2024-03-05 12:04:06 UTC","2028-03-04 12:04:06 UTC"
"d40e0861-1cd9-4bec-8b55-d1e60bf4a231","003c83fd-00cb-411a-81e1-feedf970c5e2","5f31214b-1c97-4a1e-893e-bb1b66aab790","1590","38e2e624-86cc-4080-aa65-fa79fab632a1","debit","active","2024-02-29 18:32:24 UTC","2028-02-28 18:32:24 UTC"
"c29bbf48-1d88-4091-bd62-92e973051c5d","94557ef8-4273-49a9-bb0a-2bd70e01bbc2","7a85a159-e5bc-4541-9326-945458514e5a","1685","1769b18a-cc97-4f2f-ac17-644a1441d07f","debit","active","2023-04-10 23:45:24 UTC","2027-04-09 23:45:24 UTC"
"97952732-45a1-4fc5-bfb1-2a51b5a385d1","d87b544e-f84e-4cab-a4f5-6ccfaca2d6b4","922d70c4-cf74-4a0d-84ce-43b02ef51fac","5088","1e92e743-f9b0-43a4-b2f3-f6a472926890","credit","active","2024-06-14 18:38:40 UTC","2028-06-13 18:38:40 UTC"
"5793d2e5-5201-4644-9e67-595523213df7","25cae90c-5444-409c-8a9a-e69e31244b45","53a4c2b8-92cf-4801-9947-24d631137907","3662","d96f5f6b-e5f2-4e2c-bcab-4cfa4ecec2b9","credit","blocked","2023-07-04 21:06:13 UTC","2027-07-03 21:06:13 UTC"
"206c4557-f0fc-452e-955f-0edd1645a015","43f4650e-1e7b-4bab-bf5e-ebe865ac9d3d","619d8606-81f9-46c8-ba43-112364b11471","6442","714c079f-1aec-4573-9571-28130987e176","credit","active","2023-05-21 07:31:30 UTC","2027-05-20 07:31:30 UTC"
"0de28cf2-b464-4493-a48b-50792f790bcd","50b8f863-380c-4756-b900-c7f4c01c1788","67b88291-7575-495e-bc39-2f2d02ce5215","2771","5d4abe69-87b8-49d0-bff5-dac7e4bc34b9","debit","active","2023-05-05 15:39:46 UTC","2027-05-04 15:39:46 UTC"
"3436499b-7202-417a-a985-16d54a039f31","753645c8-cc4e-40a1-887a-d168ad0887c2","922d70c4-cf74-4a0d-84ce-43b02ef51fac","8541","6cc3cb3c-96d3-451e-9af6-0cf12bf39162","credit","active","2023-06-06 00:18:25 UTC","2027-06-05 00:18:25 UTC"
"eb7b2907-ae37-4f00-9c43-4f13ee4d0ddd","25710f0f-7b05-4dee-a9e8-dd22f6832c95","03926551-2e6d-4f90-b037-28268ed14251","4164","bd6bb1a2-a890-423d-ad0f-e7421d1f3f20","debit","active","2024-05-28 15:54:37 UTC","2028-05-27 15:54:37 UTC"
"fa5a175b-d41f-4120-b216-3991da30b2c5","8f46d153-4e5a-49a0-aed4-5b99a840c1f6","041bd7c6-b3d5-412f-96b2-1212185f6b28","9346","819c4f7d-3aad-4d19-b033-6ba3d8b146a9","debit","active","2023-10-01 17:50:17 UTC","2027-09-30 17:50:17 UTC"
"f233ba2a-2fab-47e8-90f3-a52ae6ae2908","298c3128-893e-4170-8d45-f930b0b5b9ee","422a8825-31cf-4665-ba12-5951a1d6865d","5279","ab562f6c-768e-4121-a8a9-e2ba76a6de5b","credit","active","2023-04-01 14:07:33 UTC","2027-03-31 14:07:33 UTC"
"1b581751-e0a9-4146-b9cd-759b1594d62d","8efd02b0-11f8-4697-aa0b-b47601f56c62","041bd7c6-b3d5-412f-96b2-1212185f6b28","8119","5850153d-1b44-4d65-84ac-559d60c52842","debit","active","2024-04-09 08:53:39 UTC","2028-04-08 08:53:39 UTC"
"d707309e-f680-4573-8c9a-26595ff46e69","90ce4d3f-6d41-4ee7-99d1-aa8381933b80","53a4c2b8-92cf-4801-9947-24d631137907","4114","e97cad6c-f2f0-4ea5-94af-fea9c5913fc9","credit","active","2023-10-28 04:33:47 UTC","2027-10-27 04:33:47 UTC"
"7ed4d2f8-ca7d-4380-a0be-420571b012c7","248f04d1-44f9-47fd-b30d-77f946410287","67b88291-7575-495e-bc39-2f2d02ce5215","8066","6827a702-01d9-4904-b2d2-db7c7d8dc9ac","debit","active","2023-10-11 21:34:49 UTC","2027-10-10 21:34:49 UTC"
"7a5c7875-2871-45b9-bb89-b2c90f4ed1c7","246c1005-790d-4629-b39f-ade48249d2d5","53a4c2b8-92cf-4801-9947-24d631137907","5920","0674e0a2-0557-4faa-aa60-5d442b0366a9","credit","active","2024-07-14 01:11:30 UTC","2028-07-13 01:11:30 UTC"
"d433925b-9f8b-40cb-8d8b-d02cbd405ce3","05066ab4-51ad-4409-af56-6034e9440294","320d1f17-eaa9-4ecd-8cc5-682e4cd61220","5844","001aa258-7b6b-4aa0-970c-aad704aaca86","credit","active","2024-06-26 12:54:24 UTC","2028-06-25 12:54:24 UTC"
"91317b05-71fe-4f8e-8858-2c23b4fef840","eb223c85-a6f9-4dda-b5f3-a2bf20c2ec68","619d8606-81f9-46c8-ba43-112364b11471","3851","fd722a7e-12e1-4034-80c4-a2cb12002c84","credit","active","2024-06-11 02:07:17 UTC","2028-06-10 02:07:17 UTC"
"0541ede5-b5f3-4edd-8511-c7dd8794088e","40b3583b-969c-4895-a54e-b438fb327cc9","53a4c2b8-92cf-4801-9947-24d631137907","5700","299f2d28-4d0c-44a1-b5ab-05e86e863cb8","credit","active","2023-08-26 00:38:22 UTC","2027-08-25 00:38:22 UTC"
"d04ce669-5fe7-4d2f-84ab-d8966aec88dd","f9d08edf-28e8-4927-87a5-8e14bd7855b1","47722120-8a5f-4117-ae47-3e451783a5f4","8244","40a18ed0-cfd7-4665-9ae8-aded1bdfb0ea","credit","active","2023-12-11 03:29:17 UTC","2027-12-10 03:29:17 UTC"
"2251fa59-d59b-4087-b792-b47f48f49435","dd086606-4347-402e-89b7-7f29fa3360ac","422a8825-31cf-4665-ba12-5951a1d6865d","2389","de8fb24c-f400-4c29-82e0-9bbfbe517d1c","credit","active","2024-05-27 17:52:05 UTC","2028-05-26 17:52:05 UTC"
"df881e02-747c-4265-9e9c-2fdc3704ad9f","7888c088-16f6-4b65-9208-80a2e59fbd92","422a8825-31cf-4665-ba12-5951a1d6865d","4848","80c1b58e-cf05-49a2-a22a-98c476fbf2bd","credit","active","2024-08-07 10:13:47 UTC","2028-08-06 10:13:47 UTC"
"763f0808-dbc3-409d-81c2-815d6c49923e","525805d6-f7ef-4222-b9da-48ae4f6503e8","03926551-2e6d-4f90-b037-28268ed14251","1757","2860fb44-b27d-41c7-9fda-5f2b53499648","debit","active","2023-01-20 23:19:20 UTC","2027-01-19 23:19:20 UTC"
"fdba82b5-09ca-4e9d-b784-0125261dec15","16fe2ea5-20dd-40f0-b302-bf49959a2726","67b88291-7575-495e-bc39-2f2d02ce5215","4185","c62de1f0-6a80-41aa-bd60-9bda89f6f705","debit","active","2023-11-19 21:44:25 UTC","2027-11-18 21:44:25 UTC"
"b7dece25-1847-434d-ad6b-ce099582178f","5570e11b-7a3e-4b85-a636-275d6f16dd49","320d1f17-eaa9-4ecd-8cc5-682e4cd61220","3417","bf902e29-b14c-46ad-86b8-e109bfd60354","credit","active","2023-07-10 12:11:58 UTC","2027-07-09 12:11:58 UTC"
"ee81e0bf-c0ba-48e6-ba3c-e63ac607d29b","be9703f1-b8f0-492e-858c-d8b2a083b8cc","5f31214b-1c97-4a1e-893e-bb1b66aab790","3881","e7d1336b-3832-46e8-ac37-de69e9ac7324","debit","active","2023-06-20 23:29:40 UTC","2027-06-19 23:29:40 UTC"
"74245389-1c8e-4f7a-80e1-72145bfceb10","d1556698-c052-4ce2-a3bf-63d2fe26d295","422a8825-31cf-4665-ba12-5951a1d6865d","5082","f657f189-4c54-43e1-8d29-3cf32ac44376","credit","inactive","2024-03-09 22:47:49 UTC","2028-03-08 22:47:49 UTC"
"a27da9c4-3205-4f58-a0ba-940e8a657452","a235c4f2-1bce-46c4-bf15-301d7b328fbe","922d70c4-cf74-4a0d-84ce-43b02ef51fac","9702","ced8c411-43b8-4881-97de-2fa9d5ab9c37","credit","blocked","2023-12-28 21:34:39 UTC","2027-12-27 21:34:39 UTC"
"c048ca8e-2fac-43d3-82fc-4dc159729cd5","f3181085-5970-43c2-ac3f-e33af435035e","47722120-8a5f-4117-ae47-3e451783a5f4","9270","28da4bca-e1f2-43e6-8b7d-743324efa4b7","credit","active","2024-04-21 20:40:01 UTC","2028-04-20 20:40:01 UTC"
"828f1ed4-5bdc-4bea-b201-5b3e2e485999","d90104ce-fe97-4274-8376-c7cbbad31a88","422a8825-31cf-4665-ba12-5951a1d6865d","8777","81d9350b-37cc-4ef0-8a02-0ae9bd6008ae","credit","active","2024-08-01 14:44:31 UTC","2028-07-31 14:44:31 UTC"
"ffa4728a-8981-41a7-88ed-c1945b526119","106b6d34-8a50-4002-988b-121ddef0d33f","619d8606-81f9-46c8-ba43-112364b11471","4919","0c73f3de-9d52-4d95-91c4-e00af7fbed3d","credit","active","2024-05-02 19:26:15 UTC","2028-05-01 19:26:15 UTC"
"a9b68f74-0f50-4844-ab28-34317f41a5ba","786c9529-1856-4014-850d-600f98d74d5f","922d70c4-cf74-4a0d-84ce-43b02ef51fac","6502","8e8af036-f767-4657-a677-e96ec9ad7856","credit","active","2023-08-01 01:08:12 UTC","2027-07-31 01:08:12 UTC"
"b48daa2f-e73b-4844-bb14-f59c5acbfec3","f9c93396-add3-4983-9c19-f27c7522ec1b","900e6201-a073-4c44-a9ac-981fa2a60f50","4788","baf4a0b8-7c24-43df-8917-e3084202f026","debit","active","2023-04-29 03:41:14 UTC","2027-04-28 03:41:14 UTC"
"d0080351-dbd9-4bba-a773-d599bd1c7697","150592e4-5ff1-45bf-ab6d-1f4acb55f098","03926551-2e6d-4f90-b037-28268ed14251","7678","e7b826fd-b1ac-494d-a7f7-f8685acb7ff1","debit","active","2023-11-20 05:41:53 UTC","2027-11-19 05:41:53 UTC"
"b3157c76-0e50-4d33-b765-c4152fd64d4a","9721fe19-79eb-461d-9feb-85fb3463a3c7","320d1f17-eaa9-4ecd-8cc5-682e4cd61220","7883","f9ba2f7d-ee75-4cf5-9986-305f5fed6ad0","credit","active","2023-06-11 15:40:20 UTC","2027-06-10 15:40:20 UTC"
"ed361f82-aa9a-4216-8b6e-f989a408bf30","a563772b-ceab-4828-aa5a-3a27194ab438","7a85a159-e5bc-4541-9326-945458514e5a","1096","a8819fad-8f83-403c-bbb5-eac3bc18767d","debit","inactive","2024-01-07 11:32:48 UTC","2028-01-06 11:32:48 UTC"
"56d51d33-e73d-47d4-a291-070bf261d3a8","8bbd62c8-ea68-4e47-a88a-6b119010342c","53a4c2b8-92cf-4801-9947-24d631137907","9947","ba0b53e8-64dc-47b0-8a4e-8a1dee21e3d2","credit","active","2024-02-24 01:09:30 UTC","2028-02-23 01:09:30 UTC"
"162d13d5-8387-4d19-82ea-04072289d452","e0b30058-b727-4ff6-b88a-b7318240a19c","619d8606-81f9-46c8-ba43-112364b11471","8140","44043c9a-5a45-42d1-af12-4d85ac719457","credit","active","2023-08-01 23:52:58 UTC","2027-07-31 23:52:58 UTC"
"0f43be1e-07fc-4a76-b0a1-fea2bbd45c82","33f057c8-a21c-4aea-9472-6c6e102b3076","320d1f17-eaa9-4ecd-8cc5-682e4cd61220","3704","1535948a-f496-40c0-9735-a3788bc9d99f","credit","active","2024-07-17 11:43:09 UTC","2028-07-16 11:43:09 UTC"
"45487560-6f0a-4cf0-9354-c135ecad1eb1","e9410e02-806d-4ea3-87c7-4f2dd972f044","03926551-2e6d-4f90-b037-28268ed14251","1444","6dfacebb-5137-410d-b6b5-d96c91b0075d","debit","active","2024-04-05 17:40:51 UTC","2028-04-04 17:40:51 UTC"
