"id","payment_intent_id","fraud_score","decision","block_reason","device_id","ip_address","geolocation","velocity_flag","bin_flag","blacklist_hit","evaluated_at"
"8e1f9679-395b-47e4-b7b8-2c96d7575fa3","96bc5861-93fe-4d2a-8580-c0824c963efa",66,"allow","","e9b017a4-07aa-4d15-bc4d-0bfbbc886dbf","138.58.1.153","-15.124708,14.854849","false","false","false","2025-02-09 22:03:01 UTC"
"b4d78101-954f-4815-9381-806157467b10","13737cd8-08e3-46ff-83a3-8af0894c4756",38,"allow","","a735ecf1-b638-40fd-9217-3204290a61e4","42.47.36.61","52.952884,-14.649326","false","false","false","2025-01-05 03:41:16 UTC"
"797151b7-02c8-470b-9ddb-dbe7698ff542","a7793b5e-dc02-4878-b7f1-30177ebe2bce",52,"allow","","eed93d45-4065-4a6b-a2d6-7aa531e30894","3.164.58.28","17.8642475,26.923476","false","false","false","2025-02-26 03:23:03 UTC"
"75d11b63-ba65-4077-8717-bb55b229eda8","2406d857-c303-49e8-b913-d4dc8bec2c77",21,"allow","","3161737a-deee-4917-b102-05124e750899","214.219.246.68","16.3638695,141.200414","false","false","false","2025-02-26 06:04:20 UTC"
"68544bbf-4968-40b3-b87c-921f740bfd92","e48afa7f-e102-4ce3-9d4f-bfc5a48894c5",6,"allow","","9e04b758-7d26-4e85-8ff4-df92900f7ebc","193.213.210.55","1.7001445,-116.027667","false","false","false","2025-01-09 17:35:18 UTC"
"a92cbfdb-0da0-4edb-ad70-f6588539c258","879e07e9-6065-4b74-8003-f5283c306349",20,"allow","","2573ca8d-fbd7-4656-90f6-f6c4acd487f1","196.50.26.63","15.2949975,115.078669","false","false","false","2025-02-12 09:03:01 UTC"
"3a882c55-1c15-491e-8274-be0c845e2d0b","276c736b-0d3b-405f-9b70-fdf468998bd8",52,"allow","","3fc0e2ae-bfe2-4652-a7a2-f5d8e395f3d9","96.160.62.71","-52.454434,94.437446","false","false","false","2025-01-18 01:49:59 UTC"
"d64d3383-d1fe-4a3a-a98f-75af7faf780f","e01c9662-46f6-4ba5-945c-82f99b3c6f9f",66,"allow","","eecccaac-1896-424b-a06a-5e22f67557a1","123.102.28.51","26.4898615,37.946106","false","false","false","2025-01-01 03:18:33 UTC"
"8c2e99ca-9ad3-463b-9ff2-d85c1bbe0a32","291a6683-e58a-4a51-8505-d38a6a25bd3a",71,"allow","","e9da5255-6d83-4d74-99e2-ebe9f59a32b3","61.208.161.23","42.778345,156.179547","false","false","false","2025-01-07 23:59:24 UTC"
"8cda2452-8fb7-4079-b061-b7be44461418","73543af4-2b9d-411f-8d70-daa20c9f4201",6,"allow","","86e989e0-2578-438f-9cae-a7b26f4b97dd","123.180.133.2","52.454737,8.275651","false","false","false","2025-02-20 06:56:19 UTC"
"ae9b78c2-a92e-474b-bb4d-4b682560cb67","8dc9c5ad-bd0d-4890-a76e-b3a403d2d95a",71,"allow","","647f1d9a-a993-4e20-9206-a26dff3c5297","95.230.123.236","-81.2960045,-49.910030","false","false","false","2025-02-07 18:21:26 UTC"
"22b45325-bd57-4366-baf0-1f044249e99b","15c49280-abf8-4512-874c-ef3101a20f06",36,"allow","","92de6cc9-d37a-4735-bf2f-25c635292266","128.128.17.87","57.380102,45.116703","false","false","false","2025-01-21 18:21:14 UTC"
"e519a617-0991-46b6-9509-fa8f282ce02a","ce93d007-53d7-4f09-a9c9-5874b11a2f11",88,"allow","","d5a9a255-314f-42f8-8bd8-b9bd263231c2","92.138.92.39","88.9996635,55.735448","true","false","false","2025-02-17 20:09:19 UTC"
"81d55ba7-b88d-4b97-b453-45d0248e98d1","6004350b-9660-47be-b3be-f5bb6ad4bb04",37,"allow","","2a99a604-2dfe-40fd-b990-ab134e12a08c","47.219.73.28","-0.9435125,66.145571","false","false","false","2025-01-10 01:55:55 UTC"
"6607b7be-874c-4bd9-b8c3-b31496740e95","8b46fdf1-f77a-4f0a-831a-ec889a3ef136",49,"allow","","80bf5cab-9fae-4cb0-972a-e5da60c3efb8","178.12.173.0","-38.1110675,-73.347617","false","false","false","2025-01-16 18:36:07 UTC"
"13553339-45cd-4eb1-9edc-17ec0c2225f6","f7bf1d9c-22da-43ab-af8a-ae204953289f",100,"block","velocity","ddf3278a-e5b1-4f0e-85b9-fbfbde51d74a","5.136.126.234","56.1734765,15.595352","true","false","false","2025-02-11 13:23:20 UTC"
"c6ac709f-6662-457e-9246-488c70e48633","c8f0c043-a82e-4e67-9c0a-6e8e8a66441f",49,"allow","","61938fb9-5b8f-4a6f-b5f0-9688631aeb69","5.244.39.72","86.905363,65.332773","false","false","false","2025-01-12 02:42:40 UTC"
"890f48c0-bd18-4523-9a0d-55dcbbf218a1","9ed1f599-1765-4715-8ac4-93e878ec2fc6",10,"allow","","f10488d1-ca42-4f36-b2f4-8819a57129b9","148.158.53.180","88.2910205,90.827654","false","false","false","2025-02-10 22:24:49 UTC"
"92dbb589-4007-4a1b-a967-d0e84aa61d3f","3647e47d-ac57-4270-9821-c0e510bdc778",15,"allow","","f92526bf-ce9d-4a4d-8b60-854a2f09707d","183.99.210.97","-38.1373735,-100.759370","false","false","false","2025-01-19 07:57:12 UTC"
"8cd3442d-0180-4fd6-a3f2-160b73e69958","07ebe7dc-530d-4a86-b982-f98877b7b3f0",63,"allow","","9f9628f3-fc63-4c23-9aaf-bdec00c14696","105.171.115.191","-70.5179055,-53.998584","false","false","false","2025-02-28 18:49:06 UTC"
"31112806-7dec-4622-8e9d-966ff1b2912f","b3f8365b-7931-4a3d-bceb-0e41868572a2",83,"allow","","e14f43ce-a800-469d-afcb-847f4922c821","57.6.226.198","8.8150515,92.125960","true","false","false","2025-02-13 15:26:41 UTC"
"f1ea0afe-22d5-48f4-b4cd-235d095fb5d0","d6f445ca-b0b5-4f89-a533-ab8af72c8cb9",3,"allow","","8d36add8-18f2-41bf-8a08-fe35b1ba3ad4","150.245.156.202","18.223288,121.510695","false","false","false","2025-01-17 14:50:29 UTC"
"fa3d0d43-71d9-4d42-80c2-c695c5ff5bcb","03a5d474-7bc7-4c8b-93c5-9123209b0103",61,"allow","","c29e9768-57ba-4454-862f-d910f19db580","39.43.227.14","77.2883915,-89.390013","false","false","false","2025-01-06 10:14:59 UTC"
"65a4d500-f5d7-43ea-a616-e22ffca9ffd9","ead7a9f6-784b-45f8-9a83-5736a210978c",21,"allow","","0c0c4eda-5c2f-40b2-a4a1-a2954e8e798a","84.28.25.181","63.6475615,54.929622","false","false","false","2025-01-06 11:05:36 UTC"
"42cafa5b-192e-40a3-b961-16ffc346a9eb","ed8effcd-4dd8-433f-a593-b8f72f812add",33,"allow","","f183ca1b-f87d-4447-9be0-f24258056eee","50.251.90.172","-63.6604275,-171.209148","false","false","false","2025-02-05 16:47:38 UTC"
"2b296b3b-28fe-4a16-9462-6a5c26254603","42551db1-e130-493c-b7a8-ec74d226ef17",55,"allow","","05eb9077-1361-47bc-8da8-9174d1c38a72","113.116.114.103","-29.677302,3.311472","false","false","false","2025-02-07 05:32:54 UTC"
"24da679a-3e78-49bb-8e2a-ee334ce6c9d7","4c332bbe-89d9-4748-91b9-541b60a45d81",18,"allow","","b918c25e-8d6b-452e-b9ce-da9dac5ed209","200.72.23.76","-82.704751,141.036859","false","false","false","2025-02-05 03:57:44 UTC"
"3de27e9c-779c-44bf-9f39-d11a7d31d56b","c9064f64-e2eb-4f45-94d1-978be10c4604",84,"allow","","afbcda26-dec4-4dd2-ba25-d0842649c908","88.155.180.250","26.2579665,19.556808","true","false","false","2025-02-19 21:28:57 UTC"
"788e2142-8a21-4e65-901d-793dc886a430","530bfbb0-a258-49af-9083-1e8a519f0e1a",58,"allow","","d15dd8cf-0a37-4b25-b730-ecb68b98a29e","216.219.4.155","-45.4241135,116.302180","false","false","false","2025-02-21 22:21:22 UTC"
"9582a809-23cc-4f3b-94db-bf57996ec133","3a2a8356-1d2b-49a2-879b-e4ed2965aa83",84,"allow","","764a1bdb-9157-473f-ae43-8fb84e04e0b7","208.7.242.122","36.6686995,145.920676","true","false","false","2025-02-03 13:09:09 UTC"
"484d9bf1-b1e9-49ea-92ce-10a80268764d","092f3f76-d358-4071-b4d4-2652c7791a1a",45,"allow","","5edeb421-d83e-4ba8-9825-480e5619fc3f","52.47.174.243","89.172132,-38.525668","false","false","false","2025-02-03 09:09:35 UTC"
"da49dde8-2ec7-4315-83e8-f20fd7febc4a","bc7de5bd-647f-431c-959b-1db0cea58a17",87,"allow","","f9cce5eb-aac8-47cf-9ff8-a66eddf7761c","190.17.64.9","-77.3241815,-89.997672","true","false","false","2025-01-08 08:23:11 UTC"
"1e0224bb-63b5-4806-8ee0-1369dfaa9a18","b5763f89-3b82-42c7-b4be-86da5db27980",93,"block","velocity","12224fc5-1e80-41bb-a32a-3acc0f8dad84","42.69.128.171","23.057564,41.446112","true","false","false","2025-01-17 06:33:17 UTC"
"6e9b55f8-38d8-48e3-a1d5-a7d9b49e8454","c5c1b5ed-c971-4f5b-896c-b3b15c0024f9",22,"allow","","1713249d-b37d-4f14-8744-12a056085326","78.82.111.178","53.987125,96.490944","false","false","false","2025-01-06 07:53:09 UTC"
"e58dca5f-433c-4186-80b0-2ec6afefaf54","38ad6b7e-6792-4d3b-9738-7defba6bc3f4",78,"allow","","3a03343b-a46a-45b8-a50b-d735b909d009","122.13.174.250","62.542782,-170.712072","false","false","false","2025-01-13 19:01:52 UTC"
"dc1e0d01-e979-412c-884f-30f618ef0c44","493a2205-bc21-4600-9c86-d7aef8eaff60",30,"allow","","da265e32-0c80-4447-b01b-e8960bbf12fc","196.114.94.126","-22.9150625,12.113962","false","false","false","2025-02-11 15:42:37 UTC"
"f2be00a1-ad8c-436e-b35f-a3d6c003fa5d","7095ab92-fb0e-4f00-aa06-1d067a7b1b23",74,"allow","","bc9de107-85c6-48b7-9b2b-3d8d4220cba5","135.168.58.118","80.7536235,73.684562","false","false","false","2025-02-04 14:52:42 UTC"
"5296ee70-7f53-4cfb-9eef-f30c8f334729","d3bc96d7-3fc6-4c5b-8a0a-1cc00268063f",23,"allow","","0326bba3-36d0-4158-be2c-363b9dc510f3","190.105.212.104","-80.7105815,40.266671","false","false","false","2025-02-09 10:01:58 UTC"
"6dbde88f-49c5-4efa-ac48-6005e15ed5b8","7b7b497e-28c4-419f-8bd8-6c1c45c91123",71,"allow","","7bc6c441-0287-4f07-bed3-60175e8ab06c","215.222.137.202","-19.9469475,-176.550620","false","false","false","2025-01-11 03:39:03 UTC"
"18123437-8a9c-49d1-8fe4-9d67b735af56","56002632-aa2d-4fdc-9e85-1bb16dd24ca6",92,"block","velocity","72062a9e-ba74-471a-9170-408a7cb87d2b","206.20.144.148","38.505968,-64.853977","true","false","false","2025-02-08 01:22:28 UTC"
"8a441bed-8a4b-44a8-9702-f467253e5d00","0dbb598a-1992-4abd-9f5e-3c54100915a1",25,"allow","","34a4b048-a9a8-4b28-a7b5-a69b68489c11","13.242.236.166","-56.700543,17.137604","false","false","false","2025-02-22 06:22:53 UTC"
"079e0ba9-7df1-4240-801d-ce46565f5c81","86adf171-cbf9-46d4-a531-06700a4ae26f",95,"block","velocity","22413cd4-fe83-44bf-b6d3-4b8c75a2cb9f","162.29.113.136","7.619688,174.552525","true","false","false","2025-02-12 14:23:12 UTC"
"8ded80f5-d8d7-434b-ad7c-11d06583c645","6fba6e05-975e-46ea-8035-2e573bf9e7a8",29,"allow","","87031efe-2091-46fc-a432-20ef5148c57e","126.124.112.82","-17.358261,105.423106","false","false","false","2025-01-19 20:21:24 UTC"
"1dbf7e2f-a904-4a34-9818-bf25586c3174","93928e7d-f8c6-4ac0-bd24-f9e8a149482e",49,"allow","","26035b3b-87c3-4f62-9844-32f5749dc2e2","119.65.144.56","77.0612525,-170.757703","false","false","false","2025-02-26 19:35:04 UTC"
"65998b25-ae58-439b-9523-176435619c85","8cd96c90-b583-4455-b3ca-348ae3626619",87,"allow","","70819f0d-00ca-4398-baf3-1975f99c1ca3","189.177.23.157","-77.188591,135.257272","true","false","false","2025-02-25 00:59:44 UTC"
"c2104c2a-3380-4f8a-85aa-ace012e81d35","e59ce47d-b98a-48d1-a8a9-83858cfd620d",64,"allow","","0935f683-4523-41d3-bcce-ca75c346c93a","68.41.22.133","-43.837575,-101.246363","false","false","false","2025-01-23 07:57:27 UTC"
"69aad29f-9b86-405b-a1ee-01b8b3c63a4c","9fe26c4d-7c7a-44c0-aea9-1a16f7987c54",64,"allow","","2c7ac260-8567-48a6-9c4d-2ca0a9f36688","11.97.123.31","-3.5246235,52.433909","false","false","false","2025-02-18 19:42:52 UTC"
"0a586ebf-ff08-4a04-b65a-0939a0721743","1b05c69b-8ba7-461e-8348-66704f7fed54",59,"allow","","1f5b0d55-1636-464e-9b40-2d86ba243bba","82.253.149.110","-71.471577,155.051195","false","false","false","2025-02-04 01:11:08 UTC"
"e92ed107-23fa-467f-9450-2343e0d237dc","7268e13f-a3ad-4aae-b861-cafcb72032a4",54,"allow","","defa8245-3240-4d50-89ea-05147d9f5fcb","183.239.250.6","-58.054542,-24.748009","false","false","false","2025-02-09 12:29:30 UTC"
"c74e8877-986f-4d47-b00f-e0b4261064b4","f3d9ae61-12b7-457c-a847-488bbc601555",23,"allow","","17b61f87-c187-4148-8003-b1d89facd6e0","6.158.244.131","-57.924543,-170.756513","false","false","false","2025-01-13 05:18:36 UTC"
"a2dc08ef-e84b-4352-93d1-48a04177c145","acc6d67f-742a-424d-8b5d-3ef908a768bf",47,"allow","","0e09c767-99be-4974-9753-fd71f7ff2104","110.117.19.155","24.152067,107.687174","false","false","false","2025-02-22 09:15:30 UTC"
"f2beeb72-2b68-4355-a516-7616d1b3b85a","6ac58efd-f0b7-47cc-bae9-5960caab1e91",46,"allow","","557e4605-b2a7-44a4-bbfe-cff5c6aa6a75","34.52.157.13","-59.8546695,-30.442107","false","false","false","2025-01-13 21:00:09 UTC"
"22b28399-a67d-4b49-a18e-e6f3a18f3fb1","b5528392-2de7-4fa3-8183-5b8b79fe9d76",41,"allow","","359b2275-de24-4ab3-8789-15100a1654de","221.255.43.220","-53.978399,134.542225","false","false","false","2025-02-09 20:48:45 UTC"
"db574a7c-f62f-4a9a-94b4-9d8392652970","513b8677-7443-404d-b7fd-990bfd6b95e7",27,"allow","","528b94bb-025e-4802-b303-dae3cc560696","154.31.218.36","9.306453,159.482265","false","false","false","2025-01-02 04:33:09 UTC"
"4e137b2a-648e-4b4a-9525-590f70667cc9","c293bfb3-825c-41b6-b698-512b2b636f88",4,"allow","","0e5d31fd-6864-4dac-806e-45fb002556b2","153.220.206.21","-54.259136,-157.720138","false","false","false","2025-01-16 10:20:47 UTC"
"822fce55-635f-484c-9e47-d5bdf637d756","a041997f-bc39-48aa-a7d3-e6a26e38a58d",1,"allow","","3c7660e4-a0a5-4039-bc90-bf1fa723fb30","31.45.24.99","6.196988,-152.572330","false","false","false","2025-01-20 13:19:03 UTC"
"c90043a3-0f22-4b6e-ad09-8e823a63ecf3","7125c64d-dd6f-409f-a62b-da0667da31ae",51,"allow","","61b88ee7-8a70-4ac9-adc9-e9177e1e5a6c","170.171.60.80","57.3227705,148.044677","false","false","false","2025-02-20 00:15:46 UTC"
"b76de872-bb8b-4a40-903a-c16feb41026f","9535f4a7-d018-4426-9618-20d201fec509",82,"allow","","8993e5e4-8f99-499c-ad91-08aeeec519cb","35.171.176.236","11.5104535,19.479528","true","false","false","2025-01-27 06:50:41 UTC"
"471cc27d-0be6-4ac8-b322-50dedc88cb67","9b362d4a-5b8e-449f-957f-5ed24b2a2412",30,"allow","","d68dc99d-29d6-4f9d-ba4f-3c2fb81297cf","161.228.8.237","-69.8556055,-89.363590","false","false","false","2025-01-07 10:16:17 UTC"
"fe790c7a-c487-41f0-bcfa-ced0820901b5","8eaed84d-456c-42b4-ab88-199de7891366",33,"allow","","d4835ecb-036f-4c9c-acc5-35fdddbc3036","149.51.51.150","20.891828,-165.300676","false","false","false","2025-02-19 14:17:15 UTC"
"76997979-0425-479f-afbd-47162da5dc2f","b61ac10e-aefb-4e20-8016-38868c0df1f1",96,"block","velocity","709c7691-e272-4c67-8744-b6c6ed6f194e","135.3.71.103","-38.9960345,94.593477","true","false","false","2025-02-13 11:21:48 UTC"
"19f5060a-c97a-44bd-9e00-9a0d7495f14c","51a081dc-4dfb-4400-b3f2-2498c94260e3",86,"allow","","e6c14713-8df9-424c-932c-f8652df3677d","154.180.133.26","16.2560255,95.098193","true","false","false","2025-01-31 23:14:52 UTC"
"ad1005b2-23ce-49e5-873d-f6a307e9697e","deb85714-dc54-4e4b-bdc9-12006202f835",88,"allow","","2c7e25e7-bb6c-494e-80ab-a4f959f8e94d","88.55.0.111","23.0198095,-11.006554","true","false","false","2025-01-10 13:31:19 UTC"
"4c20c6a8-4255-4bd6-882f-939d465fd98a","ec687c0f-d016-49d2-8651-0f0e9198c66f",46,"allow","","fafed654-dd19-4c49-8136-57be55c7aa0a","45.220.96.173","30.828296,34.307503","false","false","false","2025-02-18 12:38:43 UTC"
"1db311eb-a040-4638-a220-3b421e1634dd","d4d317f5-bb74-4209-9bea-f4d31b936fd6",58,"allow","","80409195-0d5c-4e23-bfa5-76a1d99298ac","168.226.236.106","-58.0642135,-1.732100","false","false","false","2025-02-25 21:47:50 UTC"
