"id","payment_intent_id","acquirer_id","attempt_number","routing_reason","response_code","decline_code","decline_type","retried","attempted_at"
"4fb9ba0f-bd10-42ee-ba2e-440bda6d2c04","b64c992b-3fca-4c78-a8cd-402b71d1b21d","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","43","43","hard","false","2025-01-04 17:18:07 UTC"
"1c76942c-bffc-46aa-a7ae-6b0b250614d8","f3a76c8c-a869-44c0-8f72-d0e99a5c0da6","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-02-19 11:40:56 UTC"
"2dd105a7-f297-44ce-a536-93b6d31117b5","7a51c983-d320-4e6a-a5de-0b408dc9a3d6","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","05","05","hard","false","2025-02-24 19:05:19 UTC"
"135753ea-e1fb-4b91-bb7f-a7ad5cebec65","1e8b1f1b-8614-4d0b-922d-c43d185c4d5a","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-01-24 16:54:06 UTC"
"ea4a959a-47bc-4aea-8565-75c8f601bb28","b7745ca0-c4ed-45f2-ba29-27b084b1f8c1","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-02-06 07:48:11 UTC"
"111bce70-669c-4233-bf7a-f03f6a2eab8a","8d65ce7d-5f2e-494d-8ccd-5449d248c798","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-02-27 13:42:25 UTC"
"51191a6e-3ccd-48af-a055-8fa605538126","943fd6e9-bc5f-495e-8081-0deb51e3face","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","00","","","false","2025-01-18 23:19:24 UTC"
"7d3cab61-fdd2-409a-a167-b56b4c694917","d857d8de-b4aa-416c-bb33-ed7d36858518","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-02-20 17:19:15 UTC"
"44b0f5fe-0bd4-4995-950c-643553e98198","d2a56a49-b240-47f1-9acc-b1192cb81444","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","51","51","soft","true","2025-01-27 12:03:46 UTC"
"b9ee51ca-0cf6-4954-83bd-45b32c696f84","d2a56a49-b240-47f1-9acc-b1192cb81444","093be607-90a6-4125-92fb-eabeae4cbf6a",2,"retry_soft_decline","05","05","hard","false","2025-01-27 12:03:55 UTC"
"d3bcf425-d2fe-4efa-b517-d3aee66b82a6","fabfe32d-debf-467a-9bdb-b9f7a861b839","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","00","","","false","2025-01-13 12:28:34 UTC"
"80c0d825-e9f9-4e4e-878d-edfb6bc29669","c93de83b-ab6b-4426-bf3b-7340b8346bda","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","96","96","soft","false","2025-02-19 06:08:19 UTC"
"68048be2-f66a-439e-93ba-ed372ab4824d","8e3f86b1-a191-4dcc-9169-54702dbfd7b5","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-02-03 06:56:19 UTC"
"88fb2809-013d-4458-9408-e2c1d0f87ccd","8fadd54b-ecde-456e-8f1f-ae7089923d64","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","00","","","false","2025-01-28 04:52:16 UTC"
"07832b7e-00b1-48e3-93c8-f61cb1c48c47","6e3206a2-0d79-4c46-b7eb-f04177d224ea","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","00","","","false","2025-02-09 01:46:08 UTC"
"574d555d-cfae-4d7b-891c-49b692139818","96bc5861-93fe-4d2a-8580-c0824c963efa","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","00","","","false","2025-02-09 22:03:01 UTC"
"6e5c751c-758b-438c-a2d1-9b736dbbcec8","13737cd8-08e3-46ff-83a3-8af0894c4756","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","00","","","false","2025-01-05 03:41:16 UTC"
"ef5cd5ff-e288-4ccd-944d-798db2c76b85","a7793b5e-dc02-4878-b7f1-30177ebe2bce","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","05","05","hard","false","2025-02-26 03:23:03 UTC"
"258d06a0-e814-4ebe-8958-f58b80e0c652","2406d857-c303-49e8-b913-d4dc8bec2c77","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-02-26 06:04:20 UTC"
"e2464e46-4018-4dbd-9e94-ac743c1caa58","e48afa7f-e102-4ce3-9d4f-bfc5a48894c5","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","91","91","soft","true","2025-01-09 17:35:18 UTC"
"37c0d5b8-4198-403b-b8f2-2e9358259625","e48afa7f-e102-4ce3-9d4f-bfc5a48894c5","093be607-90a6-4125-92fb-eabeae4cbf6a",2,"retry_soft_decline","05","05","hard","false","2025-01-09 17:35:42 UTC"
"bc354cd3-e437-492b-a43f-43595c3190e9","879e07e9-6065-4b74-8003-f5283c306349","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","00","","","false","2025-02-12 09:03:01 UTC"
"219e1207-173c-4435-8227-af57a0ec71a2","276c736b-0d3b-405f-9b70-fdf468998bd8","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-01-18 01:49:59 UTC"
"918b6d0d-480c-480d-a64a-d4229b118766","e01c9662-46f6-4ba5-945c-82f99b3c6f9f","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-01-01 03:18:33 UTC"
"75a726bd-de4a-4380-9c45-a7e9e559df8c","291a6683-e58a-4a51-8505-d38a6a25bd3a","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","00","","","false","2025-01-07 23:59:24 UTC"
"7ff23635-5cef-46de-af92-065d4714ab8d","73543af4-2b9d-411f-8d70-daa20c9f4201","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","05","05","hard","false","2025-02-20 06:56:19 UTC"
"f4b35bd7-0a1f-49b2-896c-7fa4c1124725","8dc9c5ad-bd0d-4890-a76e-b3a403d2d95a","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-02-07 18:21:26 UTC"
"e97a14eb-249e-4668-8181-2d49601cb2bb","15c49280-abf8-4512-874c-ef3101a20f06","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-01-21 18:21:14 UTC"
"5834371f-bbd3-4528-ba3f-229aae61ccb9","ce93d007-53d7-4f09-a9c9-5874b11a2f11","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","51","51","soft","true","2025-02-17 20:09:19 UTC"
"b5b96e98-cec4-4583-afa5-cfd55b88580f","ce93d007-53d7-4f09-a9c9-5874b11a2f11","093be607-90a6-4125-92fb-eabeae4cbf6a",2,"retry_soft_decline","00","","","false","2025-02-17 20:09:45 UTC"
"06cfb9e2-6055-410c-8bc8-f99e5b5f0dd8","6004350b-9660-47be-b3be-f5bb6ad4bb04","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-01-10 01:55:55 UTC"
"576ce44a-9a3d-4a7f-bd93-584d55f21bbf","8b46fdf1-f77a-4f0a-831a-ec889a3ef136","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-01-16 18:36:07 UTC"
"0e9c8ed8-57b4-41c4-aec8-dd40668a1a93","c8f0c043-a82e-4e67-9c0a-6e8e8a66441f","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","00","","","false","2025-01-12 02:42:40 UTC"
"dc24f7bd-2abd-4d4d-a8f2-8f289e1f9fc9","9ed1f599-1765-4715-8ac4-93e878ec2fc6","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","00","","","false","2025-02-10 22:24:49 UTC"
"0d1ee1eb-e854-47fe-82a1-cac2213bd84c","3647e47d-ac57-4270-9821-c0e510bdc778","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-01-19 07:57:12 UTC"
"0104933c-fa97-4fe2-a42b-47755790eeb2","07ebe7dc-530d-4a86-b982-f98877b7b3f0","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-02-28 18:49:06 UTC"
"dfc07740-23ce-466c-9e5c-a40b63331e3d","b3f8365b-7931-4a3d-bceb-0e41868572a2","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","00","","","false","2025-02-13 15:26:41 UTC"
"e39c4d3c-5ad1-42cd-8504-1584f609e45e","d6f445ca-b0b5-4f89-a533-ab8af72c8cb9","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-01-17 14:50:29 UTC"
"49034b34-3d95-456a-9c3b-9d3bf4b32f52","03a5d474-7bc7-4c8b-93c5-9123209b0103","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-01-06 10:14:59 UTC"
"3164a50e-c175-47dd-b492-8a6534aacfa8","ead7a9f6-784b-45f8-9a83-5736a210978c","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","00","","","false","2025-01-06 11:05:36 UTC"
"cf17a536-e4ce-418d-b770-9820026daebc","ed8effcd-4dd8-433f-a593-b8f72f812add","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-02-05 16:47:38 UTC"
"4ac40351-c30d-4368-818f-57cbf51019b6","42551db1-e130-493c-b7a8-ec74d226ef17","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","00","","","false","2025-02-07 05:32:54 UTC"
"e72e754d-a2b4-4f81-9f35-02d77ed8412c","4c332bbe-89d9-4748-91b9-541b60a45d81","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-02-05 03:57:44 UTC"
"6f198620-c90c-405d-ae46-1fc49abaddc0","c9064f64-e2eb-4f45-94d1-978be10c4604","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-02-19 21:28:57 UTC"
"20a18ae5-22ca-4129-94f4-8ee32c3e1c87","530bfbb0-a258-49af-9083-1e8a519f0e1a","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-02-21 22:21:22 UTC"
"896c8f45-d626-49a1-b0af-67313c45c084","3a2a8356-1d2b-49a2-879b-e4ed2965aa83","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-02-03 13:09:09 UTC"
"93d71984-6cb2-4ff5-bf0b-de4ebb4003c8","092f3f76-d358-4071-b4d4-2652c7791a1a","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","00","","","false","2025-02-03 09:09:35 UTC"
"71a802e6-4d6f-4b60-a318-44687f327e5d","bc7de5bd-647f-431c-959b-1db0cea58a17","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-01-08 08:23:11 UTC"
"b92f7caa-9517-401b-8b24-1dcdfb0193db","c5c1b5ed-c971-4f5b-896c-b3b15c0024f9","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-01-06 07:53:09 UTC"
"451a0286-6a0a-4d64-a847-9c656bb77dfe","38ad6b7e-6792-4d3b-9738-7defba6bc3f4","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-01-13 19:01:52 UTC"
"271571ec-18bc-4fbc-8e7a-1b3ef2bf2384","493a2205-bc21-4600-9c86-d7aef8eaff60","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-02-11 15:42:37 UTC"
"00256753-44b6-49aa-ad92-1a8a02f0ba1d","7095ab92-fb0e-4f00-aa06-1d067a7b1b23","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-02-04 14:52:42 UTC"
"e79c206e-1873-4104-b680-59e33f596471","d3bc96d7-3fc6-4c5b-8a0a-1cc00268063f","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-02-09 10:01:58 UTC"
"87226809-befe-4570-80f7-4b9f3b2f1e52","7b7b497e-28c4-419f-8bd8-6c1c45c91123","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","00","","","false","2025-01-11 03:39:03 UTC"
"e995d1d2-3370-4a9f-bc47-7f5903d6e85a","0dbb598a-1992-4abd-9f5e-3c54100915a1","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-02-22 06:22:53 UTC"
"b23320d6-065a-42b9-ad1d-7aa5acd71d2e","6fba6e05-975e-46ea-8035-2e573bf9e7a8","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-01-19 20:21:24 UTC"
"6be7772b-7be0-4da9-8064-58c3ec3b0236","93928e7d-f8c6-4ac0-bd24-f9e8a149482e","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","91","91","soft","false","2025-02-26 19:35:04 UTC"
"652d35e8-f64c-44b0-87ac-12c12faa817a","8cd96c90-b583-4455-b3ca-348ae3626619","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-02-25 00:59:44 UTC"
"62af2189-63d0-4f6d-80d4-aa7dbd6128c5","e59ce47d-b98a-48d1-a8a9-83858cfd620d","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-01-23 07:57:27 UTC"
"65f80dde-dcc6-4a0e-8be7-8c698358282b","9fe26c4d-7c7a-44c0-aea9-1a16f7987c54","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-02-18 19:42:52 UTC"
"d36f8283-854b-492f-8b31-ffbca23e6b77","1b05c69b-8ba7-461e-8348-66704f7fed54","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-02-04 01:11:08 UTC"
"c2e5ef7f-74cb-4cbf-afc6-0051e48268aa","7268e13f-a3ad-4aae-b861-cafcb72032a4","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-02-09 12:29:30 UTC"
"0a29ed8b-9ad8-41f6-835a-2fee87080c00","f3d9ae61-12b7-457c-a847-488bbc601555","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-01-13 05:18:36 UTC"
"ef728774-f481-413d-89c3-4153701b4a4d","acc6d67f-742a-424d-8b5d-3ef908a768bf","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-02-22 09:15:30 UTC"
"d0e7b9f5-826e-424a-baee-d612b63da5cc","6ac58efd-f0b7-47cc-bae9-5960caab1e91","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-01-13 21:00:09 UTC"
"b44cc13c-8fc6-4e77-82df-f41096c1e101","b5528392-2de7-4fa3-8183-5b8b79fe9d76","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-02-09 20:48:45 UTC"
"b087b7b2-1d11-444e-9146-67370538c13d","513b8677-7443-404d-b7fd-990bfd6b95e7","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-01-02 04:33:09 UTC"
"f2785a8d-80ee-4328-af26-c08a4c01c3f6","c293bfb3-825c-41b6-b698-512b2b636f88","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","91","91","soft","true","2025-01-16 10:20:47 UTC"
"e10d8a67-f9a4-4aba-9adc-2358d6520ba4","c293bfb3-825c-41b6-b698-512b2b636f88","940415b3-352f-478d-bf9d-37fd08a9c321",2,"retry_soft_decline","00","","","false","2025-01-16 10:21:15 UTC"
"d891094f-3648-4f53-bf94-9f1c2d85bb9b","a041997f-bc39-48aa-a7d3-e6a26e38a58d","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-01-20 13:19:03 UTC"
"7c2ca32c-fa7b-4031-99e6-cc0f23394566","7125c64d-dd6f-409f-a62b-da0667da31ae","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-02-20 00:15:46 UTC"
"3039fb68-b339-4452-8b04-a9c9d9cb70f1","9535f4a7-d018-4426-9618-20d201fec509","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-01-27 06:50:41 UTC"
"7d7fd393-d8a5-4e2e-9aaf-cc66104f50e0","9b362d4a-5b8e-449f-957f-5ed24b2a2412","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-01-07 10:16:17 UTC"
"04ed0eb0-beb8-4f08-ba5a-465d396b51af","8eaed84d-456c-42b4-ab88-199de7891366","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-02-19 14:17:15 UTC"
"5b8ebd85-8a2e-452f-a0ec-cc9ca43d46ab","51a081dc-4dfb-4400-b3f2-2498c94260e3","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-01-31 23:14:52 UTC"
"f4b659a9-253b-46e2-84c8-268249d10376","deb85714-dc54-4e4b-bdc9-12006202f835","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-01-10 13:31:19 UTC"
"37cf7ec1-a3ef-407a-a340-07daa8de9e12","ec687c0f-d016-49d2-8651-0f0e9198c66f","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-02-18 12:38:43 UTC"
"42951b48-9539-4545-88c5-5fe8aa8d4348","d4d317f5-bb74-4209-9bea-f4d31b936fd6","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-02-25 21:47:50 UTC"
"8175976a-1e63-4ffb-a162-3f507bc15128","77d541fd-9eae-48a3-a9cc-fe0cc6976738","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","00","","","false","2025-01-27 23:20:04 UTC"
"1c629947-da20-4d0d-af34-e3b2b5287f25","a76706b7-f81a-4509-b853-3789d103babc","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","00","","","false","2025-02-01 19:08:40 UTC"
"f4e4755c-ef87-4593-b2d2-f8b7faa69584","03437b0b-11ee-4b71-b364-b03c7cece0b2","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","00","","","false","2025-02-09 09:40:40 UTC"
"f3f052f5-f6bf-4417-af9f-2fd7a5e578fd","fcaa81bf-17b9-4b24-a072-d6e2cdcb1718","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","00","","","false","2025-01-27 03:50:29 UTC"
"e880056b-c001-48d2-b68d-54943d1418c1","3027400f-a497-4343-931e-9ea127fcaf5e","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-02-24 13:32:02 UTC"
"9152e051-15f4-4de8-ab28-8051497c76a0","748c0da7-caf8-4c05-8dbd-dfc0db9f422d","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","51","51","soft","true","2025-02-26 10:59:22 UTC"
"094ed1bc-b021-46be-957a-646a69315988","748c0da7-caf8-4c05-8dbd-dfc0db9f422d","940415b3-352f-478d-bf9d-37fd08a9c321",2,"retry_soft_decline","00","","","false","2025-02-26 10:59:45 UTC"
"4a11d19b-501c-44f5-a7a5-7d01c155dfb3","670acdbb-8585-4140-a6d6-caa8922593b3","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-02-20 17:34:06 UTC"
"dbe56e39-4484-40e4-afbd-97f31125232b","5389feea-2f6b-49bc-92ea-706ad1b1e0f9","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-01-15 23:46:01 UTC"
"e5ace0b8-bfae-4e2e-a137-2865105a3d6a","b73d0080-6d57-4031-b87c-b1b9730cac2d","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-01-28 10:33:02 UTC"
"91ab7502-1c86-4352-b33a-2c8c5878ad6b","e386cfb7-c796-4ac5-87b7-217217164a4e","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-01-13 20:25:53 UTC"
"b46c9556-4dcd-4199-ae65-979417f65369","71963bb8-d6ee-419e-9cba-8d410d4169d8","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","00","","","false","2025-02-22 16:06:01 UTC"
"f54f0a2c-f115-40bf-9838-0bdaedc71cf3","07a8dd34-1f0c-4ce6-8555-8f72a4846de7","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-01-31 00:49:41 UTC"
"382d811c-83d7-4f8f-8df6-0f198a005798","434c39c8-e2e9-4aba-bb27-fd24daf9c31a","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","00","","","false","2025-01-04 16:55:43 UTC"
"31a62003-06f6-499e-b194-5a1643e78bac","5e46d65b-cf02-46b3-ae7d-90b87bf32c7a","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-01-06 06:47:14 UTC"
"0ecba7c1-f982-447d-adf9-cd1fa61647a3","0042fd31-f016-4615-aac7-14c7dac3c5ca","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","00","","","false","2025-01-25 01:04:22 UTC"
"d8f9425d-543f-459a-8ff3-4a31846e5610","2e362114-4411-4516-80f1-a57f9a83d80a","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","00","","","false","2025-02-28 22:02:26 UTC"
"e62004ea-b2d3-4362-aa4a-0e846a7d7ef0","d3c04e88-e6f0-41ab-93c5-6794cf17ed5f","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","00","","","false","2025-01-27 14:58:23 UTC"
"8e83c0e5-0ebd-4b60-a08e-3ef1ecc64e3e","e6e29b80-ea0c-44c1-a1f5-5e162e15aea9","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","05","05","hard","false","2025-01-12 14:06:25 UTC"
"251418f7-5411-41b5-8c1e-0677d850940e","90616ce6-df52-4264-8a48-b8900e376ff4","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-02-25 22:27:59 UTC"
"be3f6a20-3a97-494d-83d6-77651b3f7980","82493c7e-2548-4c0f-92e1-cf8fb2ee909d","eba16449-06a9-40e4-b0ef-58c32eb82786",1,"primary","00","","","false","2025-01-03 08:56:47 UTC"
"5f6638ab-a61d-43d1-8faa-3ec0fd7beb0b","3032bd62-aaf2-451a-b7fa-b28c13dc61d3","093be607-90a6-4125-92fb-eabeae4cbf6a",1,"primary","00","","","false","2025-02-27 05:10:43 UTC"
"901a423b-3750-4191-bc3e-7e2211c55813","afd86da8-e3db-404e-b307-e66ef294f426","940415b3-352f-478d-bf9d-37fd08a9c321",1,"primary","00","","","false","2025-01-29 23:05:09 UTC"
